Year,Area_Code,Prefecture,Population,Population_M,Population_F,Populatioin_Japanese,Population_U15,Population_15to64,Population_O65,Number_of_Birth,Total_Fertility_Rate,Number_of_Death,Immigrants_Japanese,Out_Immigrant_Japanese,Marriage,Divorce,Temperature_Average,Temperature_Max,Temperature_Min,Precipitation,Kndergarten_Children_Number,Nursery_School_Children,Elementary_School_Teachers,Elementary_School_Students,Junior_High_School_Teachers,Junior_High_School_Students,High_School_Teachers,High_School_Students,University_Teachers,University_Students,University_Graduates,Waste_Per_Person,Recycling_Waste_Rate,Hospital,Consumption_Expeses,Food_Expenses,Housing_Expenses,Utility_Expenses,Clothing_Expenses,Healthcare_Expenses,Transportaion_Communication_Expenses,Education_Expenses,Entertaiment_Expenses,Other_Consumption_Expenses
2014,R38000,ehime,1396000,659000,737000,1388000,176000,804000,415000,10399,1.5,17529,17385,20897,6148,2404,16.4,31.2,2.4,1417.5,18094,23733,5197,71987,3042,37172,2837,36071,1156,15554,3432,910,18.6,128,259760,62796,16731,21711,10925,10082,36977,11119,23226,56585
2014,R39000,kochi,736000,346000,390000,732000,86000,414000,237000,5015,1.45,9984,9018,11197,3116,1364,17,31,2,3658.5,4211,18803,3088,35494,2192,19830,2045,19831,948,8205,1855,958,22.2,119,319466,70604,19879,22271,10816,11160,44954,10414,33072,85122
2014,R40000,fukuoka,5099000,2409000,2691000,5053000,687000,3126000,1279000,45203,1.46,49317,96588,92688,27359,9981,17.1,30.9,3.9,1765.5,67563,101361,16239,274277,9737,141493,8654,133038,8674,106781,23139,994,21.1,400,300405,69957,25677,22509,14160,11646,37120,17499,27798,64001
2014,R41000,saga,837000,395000,442000,834000,118000,491000,225000,7159,1.63,9732,14979,17248,3928,1324,16.7,30.9,1.8,2252.5,9560,19773,3344,47786,2280,26785,2135,25711,784,7784,1660,886,18.7,94,272685,63074,19165,22062,11219,12838,38550,10837,24967,61302
2014,R42000,nagasaki,1387000,649000,738000,1381000,183000,803000,401000,11323,1.66,17091,22443,28296,6137,2316,17,29.8,3.9,2133.5,13657,32515,5472,73932,3478,40971,3317,40868,1746,16996,3794,955,15.8,128,256316,62716,24306,21400,9910,10339,40259,4754,19900,54319
2014,R43000,kumamoto,1795000,845000,950000,1787000,244000,1046000,504000,15558,1.64,20461,27671,30532,8714,3105,16.8,31,1.1,1694,15767,49833,6990,98362,4145,51671,3883,49680,1740,25592,5627,846,19.1,176,279663,63697,24736,21451,12709,11505,33238,11252,25229,65518
2014,R44000,oita,1173000,555000,618000,1165000,150000,674000,347000,9279,1.57,14065,18170,20818,5391,2004,16.3,30.3,2,1613,12320,23761,4505,60802,2707,32059,2698,32787,996,14295,3054,957,20.1,133,284219,65532,15762,22215,10693,10497,46550,8825,27228,67349
2014,R45000,miyazaki,1112000,523000,589000,1109000,153000,642000,319000,9509,1.69,13110,18421,21606,5154,2296,17.4,31.5,2.3,2731.5,10356,30280,4140,61785,2905,32746,2680,33345,1027,10315,2158,973,18.3,123,250489,60742,12735,18386,8882,12746,40342,5978,24231,56303
2014,R46000,kagoshima,1662000,778000,883000,1656000,227000,963000,478000,14236,1.62,21413,26215,30774,7837,3025,18.5,31.3,4.6,2834,19362,37104,7402,91417,4388,48187,4362,48026,1500,15645,3622,939,15.6,217,290751,62541,17585,19633,12350,12349,45984,17972,28155,64835
2014,R47000,okinawa,1426000,700000,725000,1416000,249000,903000,270000,16373,1.86,11361,24356,24393,8473,3571,23.1,32.1,14.1,2584.5,17923,35789,5816,98511,3685,50602,3665,47413,1315,18437,3955,844,14.7,81,225867,56734,20998,20722,6622,9531,32302,9016,18570,43864
2015,R01000,hokkaido,5381733,2537089,2844644,5348768,608296,3190804,1558387,36695,1.31,60667,47584,56446,25465,11211,10,26.4,-4.6,1274.5,58100,70802,19258,252482,12283,135857,10691,131682,6715,77760,16946,984,24.3,497,272124,65912,22201,26068,11984,12381,35895,9302,26930,52197
2015,R02000,aomori,1308265,614694,693571,1302132,148208,757867,390940,8621,1.43,17148,17724,24284,5432,2267,11.5,27.9,-2.7,1003.5,6533,33174,4854,62719,3262,36719,3093,37409,1300,14736,3203,1026,15,81,226214,61805,10343,27941,6888,9631,28664,6719,17920,46196
2015,R03000,iwate,1279594,615584,664010,1272745,150992,734886,386573,8814,1.49,16502,17636,21758,5243,1956,11.6,29.3,-3.8,1094,8687,27807,5082,63101,3187,35404,3086,35313,1355,11466,2457,933,18.5,76,286439,70729,18443,26961,11143,12291,39066,9212,25138,63955
2015,R04000,miyagi,2333899,1140167,1193732,2291508,286003,1410322,588240,17999,1.36,23070,48315,48391,11317,3987,13.7,29,-0.3,1444.5,30704,32166,7928,119806,4954,63782,4595,61366,4803,47879,10562,1000,16.6,115,267661,70741,17885,23940,10797,12874,37132,9152,23203,53012
2015,R05000,akita,1023119,480336,542783,1017149,106041,565237,343301,5861,1.35,14794,11710,16202,3613,1534,12.7,29,-1.3,1490.5,3481,23720,3473,45882,2319,25486,2246,26299,1046,8907,1916,994,16.2,54,249778,64037,13263,25611,9027,10203,33429,4674,22757,57010
2015,R06000,yamagata,1123891,540226,583665,1116752,135760,639336,344353,7831,1.48,14960,13199,17342,4522,1507,12.7,31,-3.1,1027,8885,22296,4170,56574,2496,31529,2581,31225,1106,11287,2512,927,15.8,55,308953,72514,17739,29919,10060,14602,45015,12286,27205,70869
2015,R07000,fukushima,1914039,945660,968379,1898880,228887,1120189,542384,14195,1.58,24205,28209,30604,8888,3239,14.2,31.4,-0.6,1284,21724,26515,7116,95952,4606,54857,4285,53874,1411,13862,2666,1057,13.9,104,321185,73740,15050,27340,12387,12667,50337,6417,28098,82905
2015,R08000,ibaraki,2916976,1453594,1463382,2862997,364351,1747312,771678,21700,1.48,31025,45430,50256,13498,5190,14.8,29.5,-1.1,1226.5,28413,50330,10158,153843,6187,82599,5714,79077,3230,29977,6687,1005,22.8,159,300625,68217,16661,22327,12706,12361,50545,11912,30999,65119
2015,R09000,tochigi,1974255,981626,992629,1927885,252836,1203616,508392,15306,1.49,20519,30718,33642,9452,3388,14.9,30.3,-1.6,1651,22384,33556,6983,105105,4280,55801,3723,54035,3610,19876,4284,927,16.6,90,296903,70144,14391,23247,12321,12092,36892,14442,28487,74471
2015,R10000,gumma,1973115,973283,999832,1930380,250884,1165780,540026,14256,1.49,21519,27117,29266,8820,3463,15.6,31.2,0.1,1232,18019,41661,6937,105827,4200,56744,3840,53016,1712,27029,6284,1031,15.4,117,266452,73793,12691,20518,11382,13156,39006,7462,25646,52990
2015,R11000,saitama,7266534,3628418,3638116,7111168,910805,4507174,1788735,56077,1.39,62565,162275,148747,34757,12667,16,31.6,0.4,1335,106391,93897,20282,376578,12377,195156,11209,178227,4583,116198,22581,884,24.7,294,315386,80321,19285,25015,14417,13144,43633,12157,36206,60899
2015,R12000,chiba,6222666,3095860,3126806,6047216,762112,3779812,1584419,47014,1.38,56079,143390,132785,30204,10916,16.7,30.6,2.9,1615.5,86946,84829,18222,320755,11005,165031,9635,152419,3814,99933,21214,925,22.7,251,303766,75121,20240,20922,13851,12302,41280,10692,32104,65944
2015,R13000,tokyo,13515271,6666690,6848581,12948463,1518130,8734155,3005516,113194,1.24,111673,426084,344388,87167,24135,16.4,30.5,1.8,1781.5,165348,205280,33191,592158,19586,310874,19242,316933,50497,654383,151441,918,22.4,598,331229,84843,27287,23340,15841,14967,33797,19518,36931,63863
2015,R14000,kanagawa,9126214,4558978,4567236,8887304,1140748,5744383,2158157,73475,1.39,75762,210995,197467,48263,16234,16.7,30.2,2.7,1836,129500,119199,25081,466464,14669,235344,12589,206616,5283,179100,35224,884,25.2,294,313762,83082,21951,23215,14253,14211,31818,18130,36446,58752
2015,R15000,niigata,2304264,1115413,1188851,2289345,275945,1333453,685085,16339,1.44,28297,21852,28587,9435,3193,14.4,29.5,0.5,1467.5,9633,60916,8355,114134,5004,60358,4493,60453,2358,25514,5627,1030,22.8,112,286762,75385,16719,27614,10801,11003,42617,7786,25782,59119
2015,R16000,toyama,1066328,515147,551181,1052353,128848,605545,322899,7567,1.51,12731,12549,13594,4539,1477,14.8,30.6,0.1,2140.5,5228,29305,3653,54195,2173,29867,2309,28671,1055,10173,2276,1038,23.7,88,313798,76198,14942,26158,11487,12309,45142,10435,30294,75332
2015,R17000,ishikawa,1154008,558589,595419,1138322,148372,672515,317151,9072,1.54,12280,17933,18220,5200,1703,15.3,30.9,1.2,2164.5,7347,34700,4166,61639,2312,32861,2469,32402,2588,25032,5351,995,14.4,84,310010,75794,17478,24522,11152,16886,43024,8706,29776,72011
2015,R18000,fukui,786740,381474,405266,774337,102986,451409,222408,6230,1.63,8971,8528,10682,3481,1194,15.2,31.8,0.7,2299.5,3337,25212,3130,43298,1868,23136,1711,23026,892,9118,1918,948,16.1,60,279454,72418,14276,22868,11469,11044,34437,7464,25413,71377
2015,R19000,yamanashi,834930,408327,426603,819205,102270,488845,234544,5987,1.51,9636,12582,15135,3831,1441,15.6,32.6,-1.8,1114.5,4974,19669,3159,43250,1929,23873,1982,26072,1186,16093,3532,999,16.3,52,281498,70580,10583,22376,12737,12132,35364,11038,31066,66222
2015,R20000,nagano,2098804,1022129,1076675,2067713,269752,1186865,626085,15638,1.58,24536,26745,29679,9606,3366,12.8,30.2,-4,1057.5,10477,48894,7410,113486,4907,61305,4491,58983,1542,14441,3155,836,23,115,312467,71508,22998,26381,11772,12540,46955,9561,31551,68441
2015,R21000,gifu,2031903,983850,1048053,1989980,266998,1185431,567571,15464,1.56,21996,25858,31052,8859,3108,16.5,33.2,1.3,2266.5,22502,39269,7349,111729,4534,60556,4071,56451,1757,19374,4328,906,19.3,90,272976,66375,12909,23654,12146,11917,41775,14304,31127,49131
2015,R22000,shizuoka,3700305,1820993,1879312,3626991,478084,2175004,1021283,28352,1.54,39518,50639,56845,17666,6504,17.2,31.1,2.2,2804.5,52466,56186,11409,197424,7049,104951,6941,100536,2105,32596,7041,896,19.2,149,299712,74926,20839,24885,11507,11635,39186,11436,26780,69825
2015,R23000,aichi,7483128,3740844,3742284,7260847,1022532,4618657,1760763,65615,1.57,64060,114416,106094,41054,13102,16.6,32.9,1.5,1803,92332,145863,23331,415182,13686,216944,12430,200277,10918,172224,38177,929,21.7,284,276953,74327,17202,23629,11734,13119,33485,11869,29922,52455
2015,R24000,mie,1815865,883516,932349,1776805,233525,1061577,501046,13950,1.56,20139,26736,30954,8504,3125,16.6,31.3,2.7,1979,18269,38324,7038,97776,4125,52667,3708,50147,1246,13657,3022,959,28.5,88,300668,69215,24440,21362,10966,14125,41703,9379,30834,66413
2015,R25000,shiga,1412916,696941,715975,1386795,203450,857720,337877,12622,1.61,12507,24916,26903,6855,2321,15.5,31.7,1.1,1784,15934,29020,5368,82872,3116,43119,2868,39755,1042,30620,6307,843,20.8,50,296258,73510,9608,23393,13456,10867,38472,12990,29980,75121
2015,R26000,kyoto,2610353,1248972,1361381,2533645,313866,1539540,703419,19662,1.35,25495,55488,55767,12458,4434,16.6,33.6,2.2,2042.5,26924,50411,8633,131247,5381,70853,5280,72131,10027,139709,31093,877,15.6,161,282808,80511,11688,25067,11012,11062,35950,14521,31827,51681
2015,R27000,osaka,8839469,4256049,4583420,8524530,1093111,5341654,2278324,70596,1.39,83577,156413,154117,46689,18101,17.2,33.2,3.3,1648.5,102095,137405,27436,449927,17086,244705,15068,236700,13208,212562,45613,970,13.8,491,260187,73482,18657,22266,10051,11632,28431,9223,24166,54160
2015,R28000,hyogo,5534800,2641561,2893239,5398880,706871,3280212,1481646,44015,1.48,55391,87946,95355,26422,9774,17.3,31.7,3.6,1578,61818,86573,18423,296690,10814,156364,10345,145323,6815,112703,25173,956,16.6,321,263986,73860,17761,18342,11817,11848,29926,8905,25931,56040
2015,R29000,nara,1364316,643946,720370,1351535,168970,796552,388614,9832,1.38,13920,23796,27758,5691,2309,15.5,32.6,0.8,1512,14983,22761,4895,72022,2976,39408,2652,37455,1518,20519,4692,926,15.5,74,334972,79486,20042,24052,15143,15362,48043,11418,38329,71445
2015,R30000,wakayama,963579,453216,510363,956199,116412,546279,296239,7030,1.54,12549,11178,15158,4326,1891,17.2,32.2,3.5,1537.5,6912,18884,3810,48488,2434,27632,2231,28053,671,7003,1594,978,13.6,78,278489,66589,17583,20848,10668,11866,38294,9151,26605,66122
2015,R31000,tottori,573441,273705,299736,567993,73685,326301,169092,4624,1.65,7271,9028,10531,2681,993,15.4,31.4,1.7,1750,2210,17112,2535,30238,1494,16107,1346,15369,870,6581,1362,1006,26.9,40,274809,65870,12446,21360,11327,11374,43473,7682,23481,67587
2015,R32000,shimane,694352,333112,361240,687180,86056,376877,222648,5551,1.78,9604,10548,11914,2931,1022,15.4,30.4,1.9,1706,3783,22136,3199,35426,1956,19138,1780,18714,875,6701,1465,952,23.4,43,289805,67479,16175,24238,10147,11836,51055,8645,26242,64616
2015,R33000,okayama,1921525,922226,999299,1885691,247890,1098140,540876,15599,1.54,21525,29352,30602,9260,3296,16.2,32.3,2.3,1333.5,18001,40584,7369,103081,4219,55132,4038,54907,3634,37472,8362,1000,30.3,147,279855,73455,15988,23040,11844,12788,36888,11510,27014,55286
2015,R34000,hiroshima,2843990,1376211,1467779,2795626,375890,1662522,774440,23678,1.6,29879,46864,49720,13712,4942,16.6,31.6,2.8,1641,29847,61614,9525,152704,5582,79301,5366,73624,4079,54294,11859,900,21.6,212,279516,74124,19840,22106,11859,12320,33741,7893,26035,61752
2015,R35000,yamaguchi,1404729,665008,739721,1390689,170022,778430,447862,10360,1.6,18211,21869,26499,5901,2423,15.9,32,0.9,2061,15907,24309,5148,70045,3191,37358,2953,35131,1444,17463,3605,1017,29.5,119,299578,70527,22246,21472,10846,12037,44502,11350,28421,65970
2015,R36000,tokushima,755733,359790,395943,747141,87030,428059,230914,5586,1.53,9847,9478,11712,3229,1211,17,31.7,3.3,1985.5,6798,15263,3149,36867,1863,20453,1690,19743,1658,11761,2514,957,16.6,98,277856,66752,18102,22221,12439,12080,34157,9903,27968,65049
2015,R37000,kagawa,976263,472308,503955,961844,122324,547844,286296,7719,1.63,11593,17999,18491,4626,1767,16.9,32.6,2.7,1209.5,13157,20391,3631,52635,2184,28188,2187,26762,781,9081,1935,884,19.3,81,312552,69654,13621,21923,12193,14121,49489,9718,34390,77709
2015,R38000,ehime,1385262,654380,730882,1365508,169110,776111,417186,10146,1.53,17585,17726,21595,6102,2395,16.8,31.4,2.8,1686.5,15188,24242,5059,70996,2999,36522,2820,35543,1144,15571,3393,914,18.1,127,268439,65776,14288,21486,10075,11507,37615,12437,24604,60281
2015,R39000,kochi,728276,342672,385604,722728,83884,400605,237012,5052,1.51,10020,9199,11477,3057,1356,17.5,31.8,2.4,2966.5,3434,19568,3069,34964,2154,19341,2057,19492,955,8327,1838,944,21.9,120,305956,70501,26062,21922,9910,11829,40685,8908,29103,76072
2015,R40000,fukuoka,5101556,2410418,2691138,4995297,676045,3057855,1304764,45235,1.52,50259,99936,96333,27566,10063,17.3,31.4,4.6,1867.5,65240,104305,16444,274921,9735,140874,8607,132304,8708,106688,23116,985,21.1,401,299665,72020,20383,20513,12733,11641,43064,20169,27485,61210
2015,R41000,saga,832832,393073,439759,827702,116122,483019,229335,7064,1.64,9702,15334,18005,3692,1354,17.1,32.1,2.7,2083,5562,21650,3349,47427,2281,26255,2134,25470,812,7806,1694,885,17.9,94,275299,68715,15709,23110,10006,14022,39205,9236,23691,60937
2015,R42000,nagasaki,1377187,645763,731424,1365241,177562,784862,404686,11020,1.67,16855,22919,28767,6118,2304,17.3,30.4,4.5,2392,10858,34783,5429,73082,3442,39629,3286,40330,1743,16769,3714,953,16,126,244581,68642,13645,22923,9736,10229,27710,6649,21508,54685
2015,R43000,kumamoto,1786170,841046,945124,1771440,241167,1024400,511484,15577,1.68,20692,27916,31849,8249,3290,17.2,31.9,2.1,2292,12640,51430,7024,97930,4148,51211,3859,49037,1744,25483,5489,847,19,176,292878,68629,26796,20815,13187,10896,33052,13011,26401,69695
2015,R44000,oita,1166338,551932,614406,1150436,146413,657169,351745,9112,1.59,13958,18391,20803,5315,2066,16.8,31.3,3.4,1677.5,10742,23187,4497,60605,2678,31560,2659,32226,1004,14366,2990,942,20.5,132,272374,62901,18406,19470,9522,9740,42609,7381,24001,69029
2015,R45000,miyazaki,1104069,519242,584827,1096407,149608,622544,322975,9226,1.71,13494,18326,21788,5041,2308,17.7,31.1,3.1,3193,7959,31332,4134,61458,2916,32338,2662,32598,1040,10420,2197,983,17.7,123,256959,63913,13481,18245,8695,11938,37204,9470,22607,61624
2015,R46000,kagoshima,1648177,773061,875116,1631662,220751,929758,479734,14125,1.7,21354,26451,31749,7724,3085,18.8,31.8,5.1,3663.5,13770,38253,7386,91005,4359,47842,4321,47126,1513,15285,3331,945,15.7,214,273828,63572,18747,19819,9101,12657,42490,7116,24817,66769
2015,R47000,okinawa,1433566,704619,728947,1410487,247206,892109,278337,16941,1.96,11326,25441,25425,8695,3603,23.6,31.6,14.3,1425,17006,36563,5905,99115,3698,50184,3627,46812,1326,18263,3938,841,14.7,81,233770,61078,20973,20365,7912,9360,31706,8522,19215,45262
2016,R01000,hokkaido,5355000,2523000,2831000,5330000,600000,3150000,1602000,35125,1.29,61906,48544,55418,24636,10476,9.3,28.3,-5.9,1360,54361,70119,19066,248124,12159,134328,10598,129006,6726,77556,17198,970,24.3,493,287325,69445,17071,24438,11106,12431,43681,10751,29305,59564
2016,R02000,aomori,1295000,609000,686000,1291000,145000,748000,401000,8626,1.48,17309,17061,23384,5135,2164,11,28.7,-3,1389.5,6013,33236,4770,60644,3250,35505,3078,36620,1332,14972,3432,1004,15.3,80,236801,69202,9368,26793,7771,9884,30923,5689,18255,49302
2016,R03000,iwate,1268000,610000,658000,1262000,147000,726000,395000,8341,1.45,16959,17113,20983,4872,1877,11.2,30.5,-3.6,1318,7810,28156,4979,61184,3111,34239,3067,35110,1371,11278,2408,921,18.1,78,288989,71061,14922,25048,10948,14803,42315,7422,26790,65088
2016,R04000,miyagi,2332000,1139000,1192000,2315000,285000,1429000,616000,17347,1.34,23426,47124,47607,11127,3783,13.5,29.9,-0.8,1209,30646,33872,7888,118204,4985,62855,4556,61345,4942,48006,10888,988,15.8,113,281024,74103,18144,21904,11467,14306,36451,9409,29024,55098
2016,R05000,akita,1011000,475000,536000,1008000,104000,555000,351000,5666,1.39,15244,11353,15751,3510,1393,12.5,31.4,-1.7,1795.5,3065,23810,3391,44909,2291,24714,2199,25530,1048,8986,2061,984,15.7,53,255168,65222,13734,24558,7894,13740,35342,8317,21275,55768
2016,R06000,yamagata,1114000,536000,578000,1108000,133000,629000,351000,7547,1.47,15181,12921,16560,4284,1522,12.7,31.4,-2.1,1243.5,8229,22850,4085,55152,2414,30544,2559,30861,1087,11425,2546,921,15.4,55,333408,76545,17557,27016,11708,14860,54222,10730,27049,81996
2016,R07000,fukushima,1903000,940000,962000,1893000,225000,1115000,560000,13744,1.59,24166,25505,31344,8682,3278,14.2,31.6,-0.6,1172,20755,26185,7049,93675,4530,53377,4270,53279,1417,14053,2935,1039,13.6,105,294313,72298,14612,24476,10612,11772,46317,8553,27350,67933
2016,R08000,ibaraki,2910000,1451000,1459000,2864000,361000,1743000,801000,20878,1.47,31414,45166,48875,13201,4816,14.8,30.5,-1,1426,26657,50754,9977,150439,6141,80811,5734,78884,3194,30146,6763,983,22.3,158,299070,67893,17267,21951,11543,10669,51061,9868,27524,70712
2016,R09000,tochigi,1969000,979000,989000,1939000,249000,1192000,525000,14621,1.46,21436,29760,32748,9321,3429,14.8,31.4,-1.6,1591.5,19398,34458,6995,103747,4268,55235,3698,53802,3731,19594,4233,917,16.1,89,279319,71447,13805,21724,10839,14230,35521,12461,26372,63104
2016,R10000,gumma,1969000,972000,997000,1928000,247000,1163000,558000,13661,1.48,22125,26344,29080,8444,3241,15.6,31.5,-0.2,1249,16282,41593,6891,103990,4167,55957,3827,52890,1734,26748,6181,1005,15.7,116,268603,70242,12391,18026,11524,11909,41398,8953,27206,57790
2016,R11000,saitama,7288000,3637000,3652000,7168000,907000,4525000,1857000,54447,1.37,63466,159389,143829,34199,12481,15.9,32.3,-0.5,1301,102070,97666,20355,375064,12419,193238,11246,177926,4520,114574,22767,867,24.5,293,328756,80706,25480,23409,14163,13973,46246,20114,38281,55973
2016,R12000,chiba,6242000,3104000,3138000,6135000,762000,3818000,1655000,45387,1.35,56396,143081,127006,29610,10612,16.8,31.2,3,1604.5,83985,87543,18307,318489,10962,163368,9673,152551,4015,100426,21619,913,22.7,252,312146,80029,21073,19489,12355,12963,43994,14250,36831,59989
2016,R13000,tokyo,13646000,6728000,6918000,13216000,1535000,8969000,3120000,111962,1.24,113415,413444,339267,86009,23470,16.4,31.6,1.8,1779,161275,212963,33414,594053,19387,306820,19259,318447,51115,659782,152640,897,22.1,601,321147,84980,27212,20669,14572,14951,32043,18794,35661,61225
2016,R14000,kanagawa,9152000,4566000,4585000,8988000,1135000,5778000,2232000,70648,1.36,77361,205368,193312,46695,15673,16.9,31.3,3.4,1969.5,124045,126825,25067,462880,14631,232971,12779,208172,5360,179410,35754,872,24.8,294,325377,84424,18414,20000,14613,16215,41694,15725,36670,67794
2016,R15000,niigata,2286000,1107000,1179000,2274000,271000,1315000,700000,15736,1.43,28822,21316,27505,9311,2987,14.5,31.1,0.7,1499,8263,60438,8355,112133,4962,58851,4426,59454,2395,25937,5854,1012,22.7,111,275978,73208,13701,24123,8742,11481,37333,10838,24245,62638
2016,R16000,toyama,1061000,513000,548000,1049000,127000,604000,330000,7302,1.5,12864,12206,13210,4486,1368,15.2,31.3,1,2335.5,4547,29281,3614,53112,2149,29312,2313,28624,1052,10189,2255,1039,23.9,87,309205,75501,12236,24105,11371,12630,45581,11414,27761,79066
2016,R17000,ishikawa,1151000,558000,594000,1141000,147000,677000,327000,8927,1.53,12422,17519,18330,5126,1653,15.7,31.8,1.5,2390.5,7105,34170,4119,60503,2278,32309,2475,32574,2651,25251,5827,984,14.8,82,306605,75981,19791,23257,12429,11480,46507,13489,30597,64802
2016,R18000,fukui,783000,380000,403000,773000,102000,451000,229000,6112,1.65,9228,8557,10377,3453,1119,15.6,32.3,1,2027,3078,25444,3158,42962,1887,22710,1682,22839,898,9359,2057,958,16.6,58,265134,69783,12335,22408,10267,10821,33764,10638,23791,62521
2016,R19000,yamanashi,831000,407000,424000,819000,101000,487000,242000,5819,1.51,9565,12366,14377,3673,1369,15.7,33.4,-2.3,1125,4622,19967,3131,42379,1866,23371,1933,25501,1224,16008,3521,992,15.8,52,282995,67954,23148,21660,10311,13039,35038,7299,27853,65946
2016,R20000,nagano,2091000,1019000,1072000,2063000,265000,1182000,641000,15169,1.59,25110,25765,28445,8967,3180,13.1,31.9,-3.8,923,9889,49218,7322,111050,4834,60144,4500,58584,1551,14533,3127,822,22.1,115,296357,70398,16791,22715,10884,15764,48285,9397,27417,64141
2016,R21000,gifu,2024000,980000,1043000,1985000,263000,1177000,581000,14831,1.54,22471,25459,30490,8581,3058,16.9,34.3,1.7,1988,22388,38018,7305,109907,4470,59474,4075,56508,1751,19292,4264,892,18.9,90,292863,73226,16419,23381,12597,12470,47207,10404,26278,60350
2016,R22000,shizuoka,3690000,1817000,1874000,3625000,472000,2165000,1051000,27652,1.55,39294,49211,55601,17079,6237,17.6,32.3,2.3,2441.5,48597,58244,11438,195265,7016,103594,6924,100664,2123,32895,7394,886,18.6,150,297327,76472,17435,21197,10581,11860,41300,13400,25569,70061
2016,R23000,aichi,7509000,3755000,3754000,7321000,1018000,4667000,1821000,64226,1.56,65227,111160,104895,40671,12464,17,33.8,1.9,1686,89448,147581,23633,414657,13704,213816,12466,201322,11020,173266,39335,927,22,285,295673,77270,16625,20415,13320,12864,40081,13957,31292,59868
2016,R24000,mie,1809000,881000,928000,1775000,231000,1062000,516000,13202,1.51,19830,25728,29325,8174,2923,16.9,32.2,2.9,1785.5,18060,38296,7084,96695,4083,51664,3696,49843,1255,13615,3018,950,27.4,87,296627,71125,14259,20328,11966,12617,39905,10494,27705,76848
2016,R25000,shiga,1414000,697000,716000,1392000,202000,860000,350000,12072,1.56,12507,24656,25362,6822,2202,15.8,32.9,1.4,1628.5,15125,29388,5388,82412,3117,42793,2869,39718,1048,29445,6303,831,19.3,50,299756,78255,12168,22048,13329,13093,44974,13693,30638,58940
2016,R26000,kyoto,2608000,1247000,1361000,2561000,312000,1560000,733000,19327,1.34,25830,53759,54509,12143,4222,17.1,34.7,2,1840,25774,51183,8622,130041,5342,69418,5288,72375,9946,141385,31540,845,16,159,274853,79319,17441,21800,11171,11469,29498,15204,29586,50264
2016,R27000,osaka,8841000,4254000,4588000,8670000,1083000,5383000,2366000,68816,1.37,84390,152537,150743,46186,17279,17.7,35,3.4,1453.5,97597,142096,27493,444586,16943,238200,15117,235580,13258,215824,46614,950,13.8,483,251435,76832,11594,20580,10316,12272,26565,10883,23429,50242
2016,R28000,hyogo,5526000,2636000,2890000,5442000,702000,3284000,1535000,43378,1.49,55422,85933,92693,25808,9302,17.8,33.7,3.9,1346.5,58076,89741,18384,293190,10693,152827,10329,144943,6853,112892,25022,941,16.8,318,264958,75177,21605,16592,10528,12004,30157,10409,27831,52882
2016,R29000,nara,1357000,640000,717000,1348000,166000,789000,401000,9430,1.36,14054,23004,26623,5628,2183,16,34.3,0.5,1493.5,14392,23077,4881,70852,2934,38760,2631,36967,1520,19539,4436,905,15.2,73,323726,79763,16678,23745,13165,16544,48065,13748,35162,65580
2016,R30000,wakayama,956000,450000,506000,951000,114000,538000,302000,6658,1.5,12619,10681,14575,4061,1771,17.7,33.9,3.6,1508,6586,19559,3832,47469,2401,26777,2208,27857,708,6986,1556,946,12.6,75,247243,66828,12886,19527,9394,12401,26256,7166,24723,56942
2016,R31000,tottori,570000,272000,298000,566000,73000,324000,173000,4436,1.6,7357,8672,9982,2444,937,16,33,1.3,1795,2190,17106,2529,29791,1488,15853,1335,15461,881,6650,1459,1043,30.6,39,252245,68331,12124,19833,9633,10022,35548,8142,24172,54887
2016,R32000,shimane,691000,332000,359000,685000,86000,376000,228000,5300,1.75,9562,10248,11500,2753,949,15.9,32.2,1.5,1800,3679,22568,3201,35161,1957,18727,1755,18886,892,6652,1454,944,22.6,43,278273,70301,21697,22004,9968,10712,42183,8189,28907,53760
2016,R33000,okayama,1917000,920000,997000,1897000,247000,1107000,560000,15477,1.56,21532,28054,30027,8916,3245,16.6,34.3,0.8,1513,17360,42083,7402,102067,4172,54015,4060,54851,3684,37653,8499,979,31.2,147,300762,72346,18401,21919,11702,14967,39394,13481,27739,68983
2016,R34000,hiroshima,2840000,1376000,1464000,2800000,372000,1666000,799000,22736,1.57,29994,45966,48102,13594,4691,17.2,34.3,2.3,2124,28785,61527,9534,152080,5577,78536,5380,73258,4046,54586,12227,889,21.7,213,306819,78188,21227,20162,11018,12866,44792,12419,29647,65545
2016,R35000,yamaguchi,1394000,660000,734000,1381000,167000,769000,458000,9844,1.58,18366,21394,25195,5906,2149,16.5,34.2,0.7,2493,15616,24087,5137,69235,3140,36640,2986,34834,1460,17864,3756,994,30.9,119,317272,72532,16615,20782,11629,13768,52825,13778,30004,74519
2016,R36000,tokushima,750000,357000,393000,746000,86000,426000,238000,5346,1.51,9855,9107,10855,3177,1184,17.6,33.9,3.5,1715,6482,15253,3116,36195,1858,19863,1670,19693,1633,11946,2571,945,16.7,97,295192,67079,18117,20832,21971,11447,42249,11736,24998,66254
2016,R37000,kagawa,973000,471000,502000,964000,122000,553000,297000,7510,1.64,11908,16937,18038,4593,1613,17.5,34.5,2.8,1286,12451,19816,3598,52088,2145,27541,2166,26840,767,9049,1987,872,18.7,80,285575,67459,18679,21620,9882,12127,36765,8212,27328,74096
